WAVELENGTH	NORM_INTENSITY
320.256863	1.13946E-05
320.3655559	1.06919E-05
320.474255	1.10667E-05
320.5829603	9.42718E-06
320.6916719	8.12728E-06
320.8003897	7.20213E-06
320.9091138	7.85793E-06
321.0178441	7.68227E-06
321.1265806	7.43635E-06
321.2353233	8.12728E-06
321.3440723	7.4949E-06
321.4528275	7.41292E-06
321.5615889	7.03818E-06
321.6703565	8.64256E-06
321.7791304	9.32178E-06
321.8879104	1.02586E-05
321.9966967	1.00596E-05
322.1054892	1.02001E-05
322.2142879	1.06334E-05
322.3230929	9.75508E-06
322.431904	1.00127E-05
322.5407213	9.19296E-06
322.6495449	9.73166E-06
322.7583746	9.76679E-06
322.8672106	8.86506E-06
322.9760527	8.34979E-06
323.0849011	7.02647E-06
323.1937556	6.3004E-06
323.3026164	5.9725E-06
323.4114833	6.93278E-06
323.5203565	8.66598E-06
323.6292358	8.85335E-06
323.7381213	7.90478E-06
323.8470131	7.74083E-06
323.955911	8.78308E-06
324.0648151	1.0083E-05
324.1737253	1.04109E-05
324.2826418	1.06919E-05
324.3915644	1.1863E-05
324.5004933	1.13126E-05
324.6094283	1.19216E-05
324.7183694	1.08793E-05
324.8273168	1.14297E-05
324.9362703	1.02821E-05
325.04523	1.11487E-05
325.1541959	1.0001E-05
325.2631679	9.70824E-06
325.3721461	7.4949E-06
325.4811305	7.20213E-06
325.5901211	6.60488E-06
325.6991178	6.18329E-06
325.8081206	6.44093E-06
325.9171296	7.12015E-06
326.0261448	8.584E-06
326.1351662	1.04226E-05
326.2441937	1.00361E-05
326.3532273	9.6731E-06
326.4622671	9.43889E-06
326.5713131	1.10081E-05
326.6803652	1.11838E-05
326.7894234	1.14766E-05
326.8984878	1.12072E-05
327.0075584	1.16405E-05
327.1166351	1.03289E-05
327.2257179	1.06802E-05
327.3348069	8.74795E-06
327.443902	9.02901E-06
327.5530032	8.09215E-06
327.6621106	9.97758E-06
327.7712241	9.13441E-06
327.8803438	9.70824E-06
327.9894696	8.94704E-06
328.0986015	9.75508E-06
328.2077395	9.15783E-06
328.3168837	1.02001E-05
328.426034	1.11721E-05
328.5351904	1.20035E-05
328.6443529	1.1336E-05
328.7535216	1.08559E-05
328.8626963	1.04929E-05
328.9718772	1.14766E-05
329.0810642	1.08793E-05
329.1902574	1.00127E-05
329.2994566	9.07585E-06
329.4086619	9.81363E-06
329.5178734	1.06568E-05
329.6270909	1.1336E-05
329.7363146	1.03875E-05
329.8455444	1.02586E-05
329.9547803	9.32178E-06
330.0640222	9.64968E-06
330.1732703	9.15783E-06
330.2825245	1.0083E-05
330.3917848	9.75508E-06
330.5010511	9.95416E-06
330.6103236	8.93533E-06
330.7196021	9.11099E-06
330.8288868	8.97046E-06
330.9381775	1.02469E-05
331.0474743	1.00127E-05
331.1567773	1.01181E-05
331.2660862	9.09928E-06
331.3754013	9.15783E-06
331.4847225	8.80651E-06
331.5940497	8.34979E-06
331.703383	9.52086E-06
331.8127224	9.35691E-06
331.9220679	8.72453E-06
332.0314194	8.61913E-06
332.1407771	8.29123E-06
332.2501408	8.86506E-06
332.3595105	7.96333E-06
332.4688863	9.05243E-06
332.5782682	8.93533E-06
332.6876562	9.35691E-06
332.7970502	8.43176E-06
332.9064503	1.00361E-05
333.0158564	9.91903E-06
333.1252686	1.15937E-05
333.2346869	1.08208E-05
333.3441112	1.08208E-05
333.4535416	1.02235E-05
333.562978	1.03406E-05
333.6724204	1.06919E-05
333.781869	1.09027E-05
333.8913235	9.91903E-06
334.0007841	8.74795E-06
334.1102508	8.584E-06
334.2197235	9.79021E-06
334.3292022	1.06568E-05
334.438687	1.14531E-05
334.5481778	9.95416E-06
334.6576747	9.83706E-06
334.7671776	8.12728E-06
334.8766865	1.01415E-05
334.9862015	9.09928E-06
335.0957225	1.02235E-05
335.2052495	8.70111E-06
335.3147825	1.02469E-05
335.4243216	9.62626E-06
335.5338667	1.0083E-05
335.6434178	9.60284E-06
335.752975	1.04226E-05
335.8625381	9.68482E-06
335.9721073	1.03055E-05
336.0816825	9.05243E-06
336.1912637	1.061E-05
336.3008509	8.74795E-06
336.4104442	8.72453E-06
336.5200434	8.06873E-06
336.6296487	9.32178E-06
336.7392599	9.15783E-06
336.8488772	9.6731E-06
336.9585005	9.89561E-06
337.0681298	1.11252E-05
337.1777651	1.16171E-05
337.2874063	1.10433E-05
337.3970536	1.07622E-05
337.5067069	1.01181E-05
337.6163662	1.07973E-05
337.7260314	1.06334E-05
337.8357027	1.10198E-05
337.9453799	1.00947E-05
338.0550632	9.81363E-06
338.1647524	9.02901E-06
338.2744476	9.73166E-06
